"소재지(시군구)별(1)","시점",계,계,공연장,공연장,박물관,박물관,미술관,미술관,과학관,과학관,문화산업단지,문화산업단지,문화산업진흥시설,문화산업진흥시설,지방문화원,지방문화원,문화예술진흥시설,문화예술진흥시설,전시시설,전시시설,국제회의시설,국제회의시설,공공도서관,공공도서관,전문도서관,전문도서관
"경기도","2010",107,3570552,6,105911,5,156299,2,60821,1,232534,1,63820,0,0,1,4500,91,2946667,-,-,-,-,-,-,-,-
"경기도","2011",116,3139980,6,101763,5,156299,2,60821,1,243970,1,63820,0,0,0,0,101,2513307,-,-,-,-,-,-,-,-
"경기도","2012",112,3017841,5,69784,5,158169,2,60821,1,243970,0,0,0,0,0,0,99,2485097,-,-,-,-,-,-,-,-
"경기도","2013",113,3510459,4,50185,5,158169,2,60821,2,542727,0,0,0,0,0,0,100,2698557,-,-,-,-,-,-,-,-
"경기도","2014",119,3598501,5,70594,5,158171,2,60821,2,531291,0,0,0,0,0,0,105,2777624,-,-,-,-,-,-,-,-
"경기도","2015",127,3775093,2,531291,0,0,5,69891,5,158169,2,60821,0,0,0,0,113,2954921,-,-,-,-,-,-,-,-
"경기도","2016",209,4136855,2,531291,0,0,5,69891,5,158169,2,60821,0,0,0,0,120,2982563,0,0,0,0,75,334120,0,0
"경기도","2017",218,4189192,2,542727,0,0,5,69891,5,158169,2,60821,0,0,0,0,126,3001509,0,0,0,0,78,356075,0,0
"경기도","2018",228,4218712,2,542727,-,-,5,69891,5,158169,2,60821,-,-,-,-,134,3024738,-,-,-,-,80,362366,-,-
"경기도","2019",226,4202334,2,542727,-,-,5,69891,5,158169,2,60821,-,-,-,-,133,3017880,-,-,-,-,79,352846,-,-
"경기도","2020",228,4153997,2,542727,-,-,5,69891,7,173805,2,60821,1,4822,-,-,131,2944373,-,-,-,-,80,357558,-,-
"경기도","2021",243,4353153,2,542727,-,-,5,53672,7,175818,2,60730,6,33942,1,679,138,3096934,1,21193,-,-,81,367458,-,-
"경기도","2022",252,4515958,2,542727,-,-,5,53672,8,257886,2,60730,1,4822,1,679,150,3200166,1,21193,-,-,82,374083,-,-
"경기도","2023",264,4620663,2,542727,-,-,6,82514,8,257886,2,60730,1,4822,1,679,159,3271942,1,21193,-,-,84,378170,-,-
"강원특별자치도","2005",30,424940,1,16431,7,207078,1,18306,0,0,0,0,0,0,3,6668,18,176457,-,-,-,-,-,-,-,-
"강원특별자치도","2006",30,442814,1,16431,7,207735,1,18306,0,0,0,0,0,0,3,6668,18,193674,-,-,-,-,-,-,-,-
"강원특별자치도","2007",25,566131,1,16431,7,313531,1,18306,0,0,0,0,0,0,3,6668,13,211195,-,-,-,-,-,-,-,-
"강원특별자치도","2008",26,788025,1,16431,5,102634,1,18306,0,0,0,0,0,0,2,5568,17,645086,-,-,-,-,-,-,-,-
"강원특별자치도","2009",30,832392,2,23498,5,102634,2,33404,0,0,0,0,0,0,2,5568,19,667288,-,-,-,-,-,-,-,-
"강원특별자치도","2010",33,1221679,2,23565,2,31156,1,15098,0,0,0,0,0,0,1,3251,27,1148609,-,-,-,-,-,-,-,-
"강원특별자치도","2011",36,1389533,2,23565,2,31156,1,15098,0,0,0,0,0,0,1,3251,30,1316463,-,-,-,-,-,-,-,-
"강원특별자치도","2012",37,1633520,2,23565,2,31156,1,15098,0,0,0,0,0,0,1,3251,31,1560450,-,-,-,-,-,-,-,-
"강원특별자치도","2013",39,1642740,2,23565,2,31156,1,15753,0,0,0,0,0,0,1,3251,33,1569015,-,-,-,-,-,-,-,-
"강원특별자치도","2014",47,1722962,2,23565,2,31156,1,15098,0,0,0,0,0,0,1,3251,41,1649892,-,-,-,-,-,-,-,-
"강원특별자치도","2015",45,1541716,0,0,0,0,2,23565,3,185584,1,15098,0,0,1,3251,38,1314218,-,-,-,-,-,-,-,-
"강원특별자치도","2016",54,1874584,0,0,0,0,2,23565,3,185584,1,15098,0,0,1,3251,41,1605360,0,0,0,0,6,41726,0,0
"강원특별자치도","2017",59,1977165,0,0,0,0,2,23565,3,184427,1,13885,0,0,1,3251,46,1711184,0,0,0,0,6,40853,0,0
"강원특별자치도","2018",63,2120239,-,-,-,-,2,23565,5,228795,1,13885,-,-,1,3251,48,1809886,-,-,-,-,6,40857,-,-
"강원특별자치도","2019",64,2252470,-,-,-,-,3,40782,5,228795,1,13885,-,-,1,3251,48,1924901,-,-,-,-,6,40856,-,-
"강원특별자치도","2020",63,2266757,-,-,-,-,4,41018,9,507714,1,13885,3,103857,1,3251,39,1577108,-,-,-,-,6,19924,-,-
"강원특별자치도","2021",64,2282094,-,-,-,-,4,41018,9,504461,1,13885,3,103857,1,3251,40,1595698,-,-,-,-,6,19924,-,-
"강원특별자치도","2022",62,2012068,-,-,-,-,4,40951,10,548289,1,13707,3,103474,1,3251,37,1282472,-,-,-,-,6,19924,-,-
"강원특별자치도","2023",62,2012031,-,-,-,-,4,40951,10,548289,1,13707,3,103437,1,3251,37,1282472,-,-,-,-,6,19924,-,-
"충청북도","2005",2,9780,0,0,1,6980,0,0,0,0,0,0,0,0,0,0,1,2800,-,-,-,-,-,-,-,-
"충청북도","2006",3,81301,0,0,2,78501,0,0,0,0,0,0,0,0,0,0,1,2800,-,-,-,-,-,-,-,-
"충청북도","2007",5,238171,0,0,2,78501,0,0,0,0,0,0,0,0,0,0,3,159670,-,-,-,-,-,-,-,-
"충청북도","2008",8,242331,0,0,2,23383,0,0,0,0,0,0,0,0,0,0,6,218948,-,-,-,-,-,-,-,-
"충청북도","2009",11,254585,0,0,2,23383,1,813,0,0,0,0,0,0,1,9764,7,220625,-,-,-,-,-,-,-,-
"충청북도","2010",16,321529,0,0,3,53333,1,813,0,0,0,0,0,0,1,9764,11,257619,-,-,-,-,-,-,-,-
"충청북도","2011",16,321529,0,0,3,53333,1,813,0,0,0,0,0,0,1,9764,11,257619,-,-,-,-,-,-,-,-
"충청북도","2012",22,372075,0,0,3,54779,1,812,0,0,0,0,0,0,2,10494,16,305990,-,-,-,-,-,-,-,-
"충청북도","2013",25,424786,0,0,3,54779,1,812,0,0,0,0,0,0,2,10494,19,358701,-,-,-,-,-,-,-,-
"충청북도","2014",24,411132,0,0,4,61759,1,812,0,0,0,0,0,0,2,10494,17,338067,-,-,-,-,-,-,-,-
"충청북도","2015",19,428178,0,0,0,0,0,0,4,61759,1,812,0,0,2,10494,12,355113,-,-,-,-,-,-,-,-
"충청북도","2016",29,566008,0,0,0,0,0,0,4,61759,1,812,0,0,2,10494,16,463606,0,0,0,0,6,29337,0,0
"충청북도","2017",31,581145,0,0,0,0,1,16670,4,61759,1,812,0,0,2,10494,17,450782,0,0,0,0,6,40628,0,0
"충청북도","2018",32,584505,-,-,-,-,1,16670,4,61759,1,812,-,-,2,10494,18,454142,-,-,-,-,6,40628,-,-
"충청북도","2019",36,709669,-,-,-,-,-,-,4,129518,1,812,-,-,2,10494,21,520728,-,-,-,-,8,48117,-,-
"충청북도","2020",40,789673,1,12841,-,-,-,-,4,129518,1,812,-,-,2,10494,21,533371,2,4047,-,-,9,98590,-,-
"충청북도","2021",42,830659,1,12841,-,-,-,-,4,129518,1,812,-,-,2,10494,23,574357,2,4047,-,-,9,98590,-,-
"충청북도","2022",44,840888,1,12841,-,-,-,-,4,129518,1,812,-,-,2,10494,25,589071,2,4047,-,-,9,94105,-,-
"충청북도","2023",44,840883,1,12841,-,-,-,-,4,129518,1,812,-,-,2,10494,25,589066,2,4047,-,-,9,94105,-,-
"충청남도","2005",16,395107,3,75925,3,97036,0,0,0,0,0,0,0,0,0,0,10,222146,-,-,-,-,-,-,-,-
"충청남도","2006",17,412756,2,59943,3,97036,0,0,0,0,0,0,0,0,0,0,12,255777,-,-,-,-,-,-,-,-
"충청남도","2007",18,818981,2,59943,3,97036,0,0,0,0,0,0,0,0,0,0,13,662002,-,-,-,-,-,-,-,-
"충청남도","2008",21,1078174,0,0,3,97036,0,0,0,0,0,0,0,0,0,0,18,981138,-,-,-,-,-,-,-,-
"충청남도","2009",27,1271445,0,0,3,95891,0,0,0,0,0,0,0,0,0,0,24,1175554,-,-,-,-,-,-,-,-
"충청남도","2010",30,1720895,0,0,3,95892,0,0,0,0,0,0,0,0,0,0,27,1625003,-,-,-,-,-,-,-,-
"충청남도","2011",31,1816259,0,0,3,95892,0,0,0,0,0,0,0,0,0,0,28,1720367,-,-,-,-,-,-,-,-
"충청남도","2012",31,1671191,0,0,3,95892,0,0,0,0,0,0,0,0,0,0,28,1575299,-,-,-,-,-,-,-,-
"충청남도","2013",32,1722576,0,0,4,143586,0,0,0,0,0,0,0,0,0,0,28,1578990,-,-,-,-,-,-,-,-
"충청남도","2014",31,1714283,0,0,4,143586,0,0,0,0,0,0,0,0,0,0,27,1570697,-,-,-,-,-,-,-,-
"충청남도","2015",32,1943538,0,0,0,0,0,0,4,143586,0,0,0,0,0,0,28,1799952,-,-,-,-,-,-,-,-
"충청남도","2016",45,1993939,0,0,0,0,0,0,4,143586,0,0,0,0,0,0,30,1804323,0,0,0,0,11,46030,0,0
"충청남도","2017",45,1660908,0,0,0,0,0,0,4,143586,0,0,0,0,0,0,31,1483733,0,0,0,0,10,33589,0,0
"충청남도","2018",46,1667120,-,-,-,-,-,-,4,143586,-,-,-,-,-,-,31,1483733,-,-,-,-,11,39801,-,-
"충청남도","2019",47,1659197,-,-,-,-,-,-,4,130159,-,-,-,-,-,-,32,1489237,-,-,-,-,11,39801,-,-
"충청남도","2020",47,1682045,-,-,-,-,-,-,5,401748,-,-,-,-,1,91709,28,1135555,-,-,-,-,13,53033,-,-
"충청남도","2021",50,1696387,-,-,-,-,-,-,6,408708,-,-,-,-,1,87594,29,1141061,-,-,-,-,14,59024,-,-
"충청남도","2022",56,1837764,-,-,-,-,1,22367,6,401955,-,-,-,-,1,87594,32,1132871,1,118742,-,-,15,74235,-,-
"충청남도","2023",56,1867553,-,-,-,-,1,22367,6,401955,-,-,-,-,1,87594,33,1165530,1,118742,-,-,14,71365,-,-
"전라북도","2005",5,111705,1,9382,2,75276,0,0,0,0,0,0,0,0,0,0,2,27047,-,-,-,-,-,-,-,-
"전라북도","2006",12,214042,3,105182,2,75276,5,6537,0,0,0,0,0,0,0,0,2,27047,-,-,-,-,-,-,-,-
"전라북도","2007",14,286358,2,19369,2,96291,4,5185,0,0,0,0,0,0,0,0,6,165513,-,-,-,-,-,-,-,-
"전라북도","2008",22,490392,2,19369,3,165743,5,15211,0,0,0,0,0,0,0,0,12,290069,-,-,-,-,-,-,-,-
"전라북도","2009",31,546619,2,19369,3,165743,5,15211,0,0,0,0,0,0,0,0,21,346296,-,-,-,-,-,-,-,-
"전라북도","2010",30,558867,2,19534,3,165743,5,15151,0,0,0,0,0,0,0,0,20,358439,-,-,-,-,-,-,-,-
"전라북도","2011",31,612630,2,19534,3,165743,5,15151,0,0,0,0,0,0,0,0,21,412202,-,-,-,-,-,-,-,-
"전라북도","2012",33,688191,2,19534,3,165743,5,15151,0,0,0,0,0,0,0,0,23,487763,-,-,-,-,-,-,-,-
"전라북도","2013",34,745187,2,19534,3,165743,5,15151,0,0,0,0,0,0,0,0,24,544759,-,-,-,-,-,-,-,-
"전라북도","2014",37,770192,2,19534,3,165743,5,15151,0,0,0,0,0,0,0,0,27,569764,-,-,-,-,-,-,-,-
"전라북도","2015",37,776873,0,0,0,0,2,19534,3,165743,5,15151,0,0,0,0,27,576445,-,-,-,-,-,-,-,-
"전라북도","2016",41,789773,0,0,0,0,2,19534,3,165743,5,15151,0,0,0,0,29,581692,0,0,0,0,2,7653,0,0
"전라북도","2017",43,805164,0,0,0,0,2,19534,3,165743,5,15151,0,0,0,0,31,597083,0,0,0,0,2,7653,0,0
"전라북도","2018",45,824591,-,-,-,-,2,19534,3,165128,5,15151,-,-,-,-,31,611228,-,-,-,-,4,13550,-,-
"전라북도","2019",46,956543,-,-,-,-,2,19534,3,165128,5,15151,-,-,-,-,32,743180,-,-,-,-,4,13550,-,-
"전라북도","2020",50,3216764,-,-,-,-,2,17941,3,166712,5,13813,-,-,-,-,35,2999733,-,-,-,-,5,18565,-,-
"전라북도","2021",53,3272083,-,-,-,-,2,17941,3,166712,5,13813,-,-,-,-,38,3055054,-,-,-,-,5,18563,-,-
"전라북도","2022",61,3344837,-,-,-,-,2,17950,3,165162,5,14943,-,-,-,-,45,3123294,-,-,-,-,6,23488,-,-
"전라북도","2023",62,3349660,-,-,-,-,2,17950,3,165162,5,14943,-,-,-,-,46,3128117,-,-,-,-,6,23488,-,-
"전라남도","2005",26,477933,2,4041,2,67249,1,13590,0,0,0,0,0,0,1,331,20,392722,-,-,-,-,-,-,-,-
"전라남도","2006",26,477933,2,4041,2,67249,1,13590,0,0,0,0,0,0,1,331,20,392722,-,-,-,-,-,-,-,-
"전라남도","2007",27,493051,2,4041,2,67249,1,13590,0,0,0,0,0,0,1,331,21,407840,-,-,-,-,-,-,-,-
"전라남도","2008",23,468117,2,4041,1,35645,0,0,0,0,0,0,1,98000,1,331,18,330100,-,-,-,-,-,-,-,-
"전라남도","2009",27,664733,0,0,1,35645,0,0,0,0,0,0,0,0,0,0,26,629088,-,-,-,-,-,-,-,-
"전라남도","2010",33,940248,1,13583,0,0,0,0,0,0,0,0,0,0,0,0,32,926665,-,-,-,-,-,-,-,-
"전라남도","2011",35,1080322,1,13583,0,0,0,0,0,0,0,0,0,0,0,0,34,1066739,-,-,-,-,-,-,-,-
"전라남도","2012",51,1210204,1,13583,0,0,0,0,0,0,0,0,0,0,0,0,50,1196621,-,-,-,-,-,-,-,-
"전라남도","2013",52,1229145,1,13583,0,0,0,0,0,0,0,0,0,0,0,0,51,1215562,-,-,-,-,-,-,-,-
"전라남도","2014",54,1255376,1,13583,0,0,0,0,0,0,0,0,0,0,0,0,53,1241793,-,-,-,-,-,-,-,-
"전라남도","2015",55,1265180,0,0,0,0,1,13583,0,0,0,0,0,0,0,0,54,1251597,-,-,-,-,-,-,-,-
"전라남도","2016",69,1326743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1288975,0,0,0,0,11,37768,0,0
"전라남도","2017",77,1372770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1325605,0,0,0,0,13,47165,0,0
"전라남도","2018",87,1520212,-,-,-,-,-,-,-,-,1,28624,-,-,-,-,72,1440740,-,-,-,-,14,50848,-,-
"전라남도","2019",88,1564324,-,-,-,-,-,-,-,-,2,58269,-,-,-,-,72,1455207,-,-,-,-,14,50848,-,-
"전라남도","2020",90,1544241,-,-,-,-,-,-,-,-,2,58269,-,-,1,11064,73,1424060,-,-,-,-,14,50848,-,-
"전라남도","2021",90,1629062,1,29568,-,-,-,-,-,-,2,58269,-,-,1,11064,73,1480983,-,-,-,-,13,49178,-,-
"전라남도","2022",89,1613197,1,29568,-,-,-,-,-,-,2,58269,-,-,1,11064,73,1464763,-,-,-,-,12,49533,-,-
"전라남도","2023",91,1611412,1,29568,-,-,-,-,-,-,2,58269,-,-,1,11064,74,1457599,2,6268,-,-,11,48644,-,-
"경상북도","2005",18,509091,4,70351,2,45965,0,0,0,0,0,0,0,0,1,8239,11,384536,-,-,-,-,-,-,-,-
"경상북도","2006",20,541819,4,70351,4,78693,0,0,0,0,0,0,0,0,1,8239,11,384536,-,-,-,-,-,-,-,-
"경상북도","2007",23,580121,4,70351,4,78693,0,0,0,0,0,0,0,0,1,8239,14,422838,-,-,-,-,-,-,-,-
"경상북도","2008",25,595858,2,27341,8,119756,0,0,0,0,0,0,0,0,2,15139,13,433622,-,-,-,-,-,-,-,-
"경상북도","2009",31,836420,2,27612,9,305716,0,0,0,0,0,0,0,0,2,15139,18,487953,-,-,-,-,-,-,-,-
"경상북도","2010",39,1015158,2,27761,8,294551,0,0,0,0,0,0,0,0,2,15139,27,677707,-,-,-,-,-,-,-,-
"경상북도","2011",49,1583644,2,27761,11,492475,0,0,0,0,0,0,0,0,2,15139,34,1048269,-,-,-,-,-,-,-,-
"경상북도","2012",53,1695163,2,27761,13,559482,0,0,1,43135,0,0,0,0,1,6900,36,1057885,-,-,-,-,-,-,-,-
"경상북도","2013",58,2147254,2,27761,13,560814,0,0,1,43135,0,0,0,0,1,6900,41,1508644,-,-,-,-,-,-,-,-
"경상북도","2014",72,2751553,2,27761,13,560266,0,0,1,43135,0,0,0,0,1,6900,55,2113491,-,-,-,-,-,-,-,-
"경상북도","2015",76,2763920,1,43135,0,0,3,60163,14,589519,0,0,0,0,1,6900,57,2064203,-,-,-,-,-,-,-,-
"경상북도","2016",100,3094362,1,43135,0,0,3,60163,13,585799,0,0,0,0,2,10687,67,2263911,0,0,0,0,14,130667,0,0
"경상북도","2017",108,3401014,1,43135,0,0,3,60163,13,585799,0,0,0,0,2,10687,75,2570563,0,0,0,0,14,130667,0,0
"경상북도","2018",109,3416943,1,43135,-,-,3,60163,13,585332,-,-,-,-,2,10687,76,2586959,-,-,-,-,14,130667,-,-
"경상북도","2019",114,3580892,1,43135,-,-,3,60163,13,575739,-,-,-,-,2,10687,82,2765001,-,-,-,-,13,126167,-,-
"경상북도","2020",115,3534974,1,53988,-,-,2,48593,13,575739,-,-,-,-,2,10687,85,2725118,-,-,-,-,12,120849,-,-
"경상북도","2021",117,3705229,1,53988,-,-,2,48593,13,575739,-,-,1,230246,2,10687,82,2409174,2,62958,-,-,14,313844,-,-
"경상북도","2022",125,3810816,1,53988,-,-,2,48593,14,581695,-,-,1,230246,3,13414,85,2506098,2,51758,-,-,17,325024,-,-
"경상북도","2023",124,3783913,1,53988,-,-,2,48593,14,581695,-,-,1,230246,3,13414,84,2470708,3,61704,-,-,16,323565,-,-
"경상남도","2005",25,731458,4,89835,3,30858,1,22703,0,0,0,0,2,80392,2,10543,13,497127,-,-,-,-,-,-,-,-
"경상남도","2006",27,760642,4,89835,3,30858,1,22703,0,0,0,0,2,80392,2,10543,15,526311,-,-,-,-,-,-,-,-
"경상남도","2007",28,723875,3,25035,3,30858,1,22703,0,0,0,0,0,0,2,10543,19,634736,-,-,-,-,-,-,-,-
"경상남도","2008",36,746875,4,73634,3,30858,1,22703,0,0,0,0,0,0,1,8260,27,611420,-,-,-,-,-,-,-,-
"경상남도","2009",37,792825,2,51461,1,17196,1,22704,0,0,0,0,0,0,1,8260,32,693204,-,-,-,-,-,-,-,-
"경상남도","2010",42,881727,2,51461,1,17196,1,22704,0,0,0,0,0,0,1,8260,37,782106,-,-,-,-,-,-,-,-
"경상남도","2011",44,1025269,2,51461,1,17196,1,19267,0,0,0,0,0,0,1,8260,39,929085,-,-,-,-,-,-,-,-
"경상남도","2012",46,1039672,2,51461,1,17196,1,19044,0,0,0,0,0,0,1,8260,41,943711,-,-,-,-,-,-,-,-
"경상남도","2013",47,1057164,2,51461,1,17196,1,24862,0,0,0,0,0,0,1,8260,42,955385,-,-,-,-,-,-,-,-
"경상남도","2014",48,1096303,2,51461,1,17196,1,24862,0,0,0,0,0,0,1,8260,43,994524,-,-,-,-,-,-,-,-
"경상남도","2015",51,1124044,0,0,0,0,2,51461,1,17196,1,24862,0,0,1,2859,46,1027666,-,-,-,-,-,-,-,-
"경상남도","2016",67,1240806,0,0,0,0,2,51461,1,17196,1,24862,0,0,1,2859,48,1061849,0,0,0,0,14,82579,0,0
"경상남도","2017",69,1255434,0,0,0,0,2,51461,1,17196,1,24862,0,0,1,2859,51,1090651,0,0,0,0,13,68405,0,0
"경상남도","2018",75,1371647,-,-,-,-,2,51461,1,22620,1,24862,-,-,1,2859,57,1201440,-,-,-,-,13,68405,-,-
"경상남도","2019",76,1393066,-,-,-,-,2,51461,1,22620,1,24862,-,-,1,2859,55,1195052,-,-,-,-,16,96212,-,-
"경상남도","2020",84,1441101,-,-,-,-,3,54399,4,48868,1,24862,-,-,2,8120,57,1204942,-,-,-,-,17,99910,-,-
"경상남도","2021",87,1468014,-,-,-,-,3,54399,4,48868,1,24862,-,-,2,8120,59,1214315,-,-,-,-,18,117450,-,-
"경상남도","2022",88,1472516,-,-,-,-,3,54399,4,48868,1,24862,1,4502,2,8120,59,1214315,-,-,-,-,18,117450,-,-
"경상남도","2023",95,1550600,-,-,-,-,4,90580,5,49050,1,24862,1,4502,2,8120,61,1212564,-,-,-,-,21,160922,-,-
"제주특별자치도","2005",6,93607,0,0,1,13800,2,56757,0,0,0,0,0,0,0,0,3,23050,-,-,-,-,-,-,-,-
"제주특별자치도","2006",6,93607,0,0,1,13800,2,56757,0,0,0,0,0,0,0,0,3,23050,-,-,-,-,-,-,-,-
"제주특별자치도","2007",8,352745,0,0,1,13800,3,95501,0,0,0,0,0,0,0,0,4,243444,-,-,-,-,-,-,-,-
"제주특별자치도","2008",8,352745,0,0,1,13800,3,95501,0,0,0,0,0,0,0,0,4,243444,-,-,-,-,-,-,-,-
"제주특별자치도","2009",8,398000,0,0,1,58947,3,95609,0,0,0,0,0,0,0,0,4,243444,-,-,-,-,-,-,-,-
"제주특별자치도","2010",10,2080802,0,0,4,325441,2,66874,0,0,0,0,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2011",10,2080802,0,0,4,325441,2,66874,0,0,0,0,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2012",10,2080802,0,0,4,325441,2,66874,0,0,0,0,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2013",10,2080802,0,0,4,325441,2,66874,0,0,0,0,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2014",10,2080802,0,0,4,325441,2,66874,0,0,0,0,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2015",10,2080802,0,0,0,0,0,0,4,325441,2,66874,0,0,0,0,4,1688487,-,-,-,-,-,-,-,-
"제주특별자치도","2016",10,2080802,0,0,0,0,0,0,4,325441,2,66874,0,0,0,0,4,1688487,0,0,0,0,0,0,0,0
"제주특별자치도","2017",11,2140302,0,0,0,0,0,0,5,384941,2,66874,0,0,0,0,4,1688487,0,0,0,0,0,0,0,0
"제주특별자치도","2018",12,2199305,-,-,-,-,-,-,5,384944,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
"제주특별자치도","2019",12,2199305,-,-,-,-,-,-,5,384944,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
"제주특별자치도","2020",12,2199305,-,-,-,-,-,-,5,384944,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
"제주특별자치도","2021",13,2239094,-,-,-,-,-,-,6,424733,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
"제주특별자치도","2022",13,2239094,-,-,-,-,-,-,6,424733,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
"제주특별자치도","2023",13,2239094,-,-,-,-,-,-,6,424733,2,66874,-,-,-,-,5,1747487,-,-,-,-,-,-,-,-
