"통계분류(1)",통계분류(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"국가",중동,88.5,39.2,60.7,52,29.1,29.6,11.1,0.2,7.6,4.9,25.9,23.1,31.1,3.7,15,26.7,6.7,6.7,0,0,0,6.7,0,0,0,0,0,86.7,0,44,54.5,11.4,18.2,18.2,11.4,0,13.6,0,2.3,0,0,2.3,6.8,9.1,0,0,70.5,431,80.3,35,51.5,55.9,35.7,29.2,7.4,8.4,0.2,7,4.9,5.8,21.1,2.8,5.3,41.5,82.7,48,52.8,58.2,31,21.8,29.9,27,14.3,5.2,8.2,8.9,4.6,13.2,8,7.2,4.3,4.3,1.7
"국가",중앙아시아,90.3,41.9,62.3,50,25.5,30.1,12.6,0.2,5.2,4.7,31.1,27.2,29.1,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"국가",GCC,89.9,25.2,63.5,64.2,41.4,35.9,6.5,0.2,11.9,7,21.7,21.8,20,6.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"국가",기타중동,82.1,41.1,54.1,49.1,30.7,23.6,10,0,12,3.9,13.8,12,45,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"국가",인도,89.2,31,55.1,47.5,25.3,20.7,15.1,1.1,6.6,5.9,23.6,10.3,77.2,5.7,9,11.1,0,0,0,0,0,0,0,0,0,0,0,100,0,55,69.1,18.2,20,7.3,5.5,1.8,5.5,0,0,0,1.8,3.6,0,0,0,0,87.3,192,75.5,32.8,40.6,45.8,22.9,16.1,8.3,4.2,2.6,2.1,1.6,5.7,17.2,2.6,2.6,76.6,76.9,48.4,52.6,54,31.7,18.6,58.3,27.4,14.1,4.2,8.5,16.7,10.4,1.2,6.2,17.1,3.6,3.3,1.8
"국가",필리핀,97.3,58.1,77.3,78.8,40,47.6,4.3,0.9,24.7,5.5,31.4,9.4,12.5,0.5,3,0,0,33.3,0,0,0,0,0,0,0,0,0,100,0,20,45,40,30,30,25,20,30,5,5,0,5,5,5,5,0,0,40,175,92,65.7,65.1,65.7,46.9,44,0.6,2.3,2.9,14.3,18.9,12,17.7,0,2.9,20.6,90.5,71.1,68.9,66.7,37.2,37.2,16,28,16.3,18.7,10.2,5.7,6.4,1.2,4.3,2.7,3.5,1.8,0.4
"국가",인도네시아,98.5,76.1,77,71.8,35.5,49,6.6,0.9,28.7,11.3,27.8,14.1,20.7,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33,84.8,33.3,39.4,39.4,18.2,24.2,27.3,0,6.1,3,6.1,0,6.1,3,0,0,57.6,417,92.8,66.4,71.7,68.6,47.5,49.4,14.9,4.8,0.2,15.1,14.6,3.6,29,2.9,2.6,23.3,88.1,71.8,68.4,54.4,31.5,25.3,25.6,26.5,6.2,6.7,7.1,9.1,4.8,3.3,5.4,9,2.5,1.7,0.2
"국가",베트남,94.3,93.4,80.6,69.8,40.8,47.5,2.8,0.4,15.1,4.3,33.9,8.5,10.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,5,40,40,0,0,0,0,0,0,20,0,0,0,0,40,0,0,40,125,96.8,84,80,57.6,40,32,5.6,5.6,0,7.2,8.8,14.4,22.4,0,5.6,17.6,84.6,65.2,57.2,48.4,27.4,14.1,11.5,15.3,7.2,2,9.7,8.1,1.5,3.1,7.4,5.2,1.9,1.9,0.6
"국가",몽골,97.4,51.3,54.4,44.7,20.1,20.4,9.1,1.5,7,8.9,17.9,15.8,26.6,9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,72.7,45.5,36.4,0,27.3,18.2,18.2,0,9.1,0,0,0,36.4,45.5,0,9.1,27.3,31,96.8,74.2,61.3,41.9,19.4,22.6,6.5,6.5,0,0,0,3.2,19.4,0,3.2,25.8,74.5,56.2,54.1,21.4,21.3,8.5,7.8,20.2,13,1.2,10.9,10.7,2,9.6,2.3,1.1,3,4.5,0.2
"국가",기타,85.9,36.2,62,71.3,45.8,33,13.1,1,13.8,7.3,20.8,9.9,37.6,3.4,63,28.6,9.5,17.5,15.9,9.5,3.2,1.6,1.6,1.6,0,3.2,1.6,88.9,3.2,663,42.1,14.8,27,23.7,16.1,12.7,5.4,1.2,4.7,1.4,1.7,2.3,7.1,2.9,0.9,1.4,76.8,2657,66.4,36.8,50.7,60.4,41.5,32.4,6.7,6.6,1.7,6.9,6,8.8,22.8,2,4.9,44,63.5,61.5,63.4,67.3,45,28.8,29.3,19.8,22.5,6.5,5.7,9.1,7.8,1.7,7.2,6.4,7.3,4.5,0.8
"성별",남성,86,70.1,57.9,46,23,21.4,5.7,0.7,10.4,6.3,22.2,6.4,29.8,3,412,30.1,24,11.4,5.8,3.9,1.9,3.9,3.2,0.2,1.7,2.7,1,85.4,2.2,2775,43.6,22.2,21.4,16.5,8.4,5.8,6.7,0.8,4.1,0.6,0.4,2,4.3,1.5,0.8,0.6,76.4,8249,64.2,45.3,43.1,43.6,26.1,19.9,5.9,3.3,1.5,2.2,2,6.8,18.3,2,2.5,53.9,68.2,66.7,50.7,41.7,25.3,15.1,30.2,15.8,16.1,3.9,4.2,6.2,3.6,2,3.9,5.7,3.7,3.3,2.4
"성별",여성,97.1,81.4,60.6,44.8,22.2,25.3,3.2,1,19,4.9,20,12.3,7.6,1,105,61,32.4,23.8,14.3,6.7,2.9,15.2,8.6,2.9,0,9.5,7.6,35.2,0,1201,78.4,42.5,42.8,35.4,23.2,18.3,25.1,1.6,6.2,4.4,4.3,2.7,10.8,12.7,0.4,2.6,25.6,8276,90.5,64.2,59.9,57.8,37.6,34.9,6.5,5.6,1.8,13.2,10.8,5.8,23.9,0.2,5.1,12.7,85.2,77.8,51.2,39.4,22,16.3,5.5,14.7,9.6,16,14,4.9,5,5.4,3.6,2,2.6,1.4,2.4
"연령",15~19세,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,100,0,50,50,50,0,0,0,0,0,0,50,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.7,73.1,43.3,45.2,22.1,20.4,2.1,26.5,14.8,33.8,13.1,14.5,7.1,3.2,5.5,1.2,5.3,4.3,1.3
"연령",20대,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,60.3,37.2,23.1,20.5,9,1.3,29.5,5.1,5.1,1.3,15.4,7.7,35.9,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.5,75.9,49.5,38.7,23.7,18.2,6.7,19.1,18.8,19.9,12.9,9.7,4.8,4.4,5,1.9,3.1,3.2,1.2
"연령",30대,-,-,-,-,-,-,-,-,-,-,-,-,-,-,176,34.1,27.3,14.8,8,4,2.8,2.3,5.1,0,2.3,1.7,1.7,81.3,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.2,70.5,49.9,41.1,23,16.1,18.2,16.2,12.2,8.5,10.2,4.5,4,4.8,3.5,4.3,2.9,2,1.9
"연령",40대,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,32.9,21.5,10.1,2.7,2.7,2,2.7,2.7,0,0,2.7,0.7,86.6,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76.7,71.4,49.5,38.7,20.4,12.3,23.7,14.3,9.2,6,9.7,3.2,4.3,3.2,3,4.6,3.5,1.6,2.1
"연령",50대,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,29.2,18,11.2,3.4,3.4,1.1,0,3.4,0,1.1,2.2,1.1,80.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.4,73.8,55.7,41.5,23.3,14.6,21.5,9.3,6.6,5.3,6.6,2.5,3.8,3.6,3,4.8,2.4,1.2,3.8
"연령",60대 이상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,17.4,34.8,8.7,4.3,4.3,4.3,4.3,8.7,0,4.3,0,0,73.9,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.1,74.6,54.4,44.3,30.9,15.1,12,9.9,7.3,3.2,6.7,0.6,6,3.4,2.3,1.9,2.8,1.3,7
"연령",15~20세,96.4,75.4,53.9,43.4,27.4,32.9,11.6,0.6,31.7,9.2,34.8,12.5,3.3,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,84.4,36.5,48.5,41.9,30.5,24,49.7,1.2,3.6,8.4,6,6,24,11.4,0,4.2,15.6,746,92.4,58.3,63.4,63.9,46.1,43,22.5,6.2,1.6,17.2,13.9,14.6,34.9,0.3,6.7,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"연령",21~30세,96.8,80.2,59.7,45.3,23.6,27.1,5.3,0.6,20,6.4,26.4,12.2,8.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1154,71.4,36.2,35.3,28.9,18.2,13.8,28.3,1.3,4.9,3.6,3.1,3.1,9.9,9.4,0.6,2.1,44.8,5758,87.8,61.8,59.8,59.7,39.3,35.9,8.1,6.2,1.3,12.8,9.8,7.8,31.6,0.5,5.2,16.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"연령",31~40세,93.6,76.6,59,42.6,22.6,21.7,3.5,0.6,12.7,5,20.3,10,20.7,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1165,51.4,26.9,25.5,19.6,10.9,6.5,4,1,4.2,0.9,0.7,2.1,5.5,3.1,0.9,0.9,70.3,4356,76.6,53.3,48.2,47,28.5,23.3,4.5,4.2,1.6,5.5,4.6,5.3,18.2,1.3,3,41.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"연령",41~50세,89.7,72.6,56.2,43.3,20.3,20.5,3.6,1.2,10.9,4.5,18,7.4,25.3,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,761,38.2,20.5,18.1,13.5,7.2,6.4,2.6,0.9,2.2,0.1,0.8,1.3,2.2,2.4,0.5,0.4,77.4,2949,68.2,48.2,40.9,40.7,22.6,18.1,3.7,2.8,1.5,3.4,3.6,5,13.3,1.6,2.4,52.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"연령",51~60세,87.6,73.8,62.4,48,20.9,21.3,2.8,1.4,10.9,4.8,13.4,8.1,22.1,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,550,40,22.4,21.8,18.7,9.1,7.3,1.5,0.7,6.5,0.4,0.4,0.9,2,1.5,0.9,0.7,71.5,2005,61.1,47.1,43.5,42.9,25.3,19.7,2.9,1.7,1.8,3.1,3.8,3.4,8.8,1.7,2.6,48.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"연령",61세 이상,82.3,80,65.4,55.9,24.9,22.6,2.1,1.4,16.5,3.5,12.5,7,16.4,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,42.5,31.3,35.8,25.1,11.2,8.9,0.6,1.1,14,0.6,0,2.2,1.1,3.9,0.6,0.6,46.9,711,65.4,52.2,59.6,50.8,34.2,27.6,3.4,3.7,5.1,1.7,2.3,5.3,6.8,2.1,3.8,29.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"방한목적",여가/위락/휴식,98.2,84.5,64.4,49.8,25,27.6,0.8,0.2,19.9,5.4,23.3,10.7,1.4,0.5,9,55.6,44.4,44.4,44.4,22.2,11.1,0,0,11.1,11.1,11.1,11.1,0,0,270,91.5,54.4,75.6,66.3,38.9,32.2,0,2.2,0.4,8.1,7.8,5.2,23,11.5,0,3,0.7,7256,92.7,74.6,67.3,64,41.2,38.3,0.3,5.2,0.4,13.5,11.7,5.6,28.9,0.1,4.9,0.5,86.4,80.9,54.4,43.6,24.6,18.3,0.7,16.6,12.4,15.4,11.9,0.7,4.6,3.7,3.1,0.5,2.8,1.7,0.5
"방한목적",친구/친지방문,90.1,77.5,71.2,47.9,21.6,20.1,0.6,5.4,7.4,6.9,23.3,12.3,0.9,0.5,80,68.8,46.3,41.3,15,11.3,3.8,0,22.5,0,3.8,12.5,11.3,1.3,0,658,78.1,52.6,58.4,41.8,22,17.8,0.6,2.3,13.1,1.2,1.7,4.4,8.2,8.8,0.3,1.8,1.5,2332,86.8,63.2,67.9,63.7,44,34.7,0.3,6.1,7.5,4,3.3,6.4,26.2,0,3.7,0.3,80.3,75.3,59.7,42.2,27.1,15,0.8,16.6,14.2,4.3,12.4,0.8,4.2,6.1,6.2,0.4,3,2.7,12.7
"방한목적",사업 또는 전문 활동,72.3,50.7,32.4,25.8,12,9.4,10.2,0.3,3.5,4.5,8.9,4,87,7.5,398,28.1,20.6,7.5,4.8,2.5,1.5,2,0.5,0.5,0.8,2,0.3,97,2.3,2481,38.5,16.2,14.2,11.8,5.4,3.7,1.9,0.5,0.9,0.4,0.2,0.6,2.7,1.2,0.9,0.3,97,5699,52.6,27.7,24.9,28.6,13.6,8.6,5.5,1.9,0.5,0.9,0.6,2.7,8.3,3.1,1.6,95,52.5,51.6,35.2,27.7,13.7,6.4,81.1,6.1,7.7,1.2,2.3,7,2.3,1.5,1.9,15.5,2.4,1.6,0.4
"방한목적",교육,96.6,62,67.5,53.2,40.1,40.1,72.8,0.4,20.9,7.7,34,9.8,9.8,3,28,57.1,35.7,17.9,14.3,7.1,3.6,85.7,0,3.6,0,7.1,3.6,7.1,0,458,83.4,46.5,31.9,27.1,25.3,17,94.3,2,0.2,6.1,5.2,5,13.5,14,0.4,4.6,0.9,825,89.2,47.9,59.9,62.5,50.5,47.4,81.7,10.3,0.6,17.2,12.5,10.9,34.9,0.4,10.5,2.5,68.9,55.4,48.1,45.7,34.8,24.2,7.3,29.1,21.9,13.5,9.2,77.3,11.7,5.7,11.8,6.1,6.4,8,0.2
"방한목적",기타,81.5,32.3,59.3,30.3,7.8,10.4,1.7,4.5,6.9,1.5,9.4,49.6,3.8,0.5,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,101,51.5,16.8,19.8,12.9,12.9,5.9,2,0,73.3,0,0,6.9,3,12.9,0,0,3,382,73.3,47.4,31.4,24.1,13.9,13.4,0.5,4.7,6.8,3.4,0.5,61.8,5.5,0,1.3,1.6,65.6,56,32.9,29,16.3,10.1,3,11.2,11,8.5,7.3,2.5,5.6,20.4,4.1,3,8.1,5.1,14.7
"방한목적",종교및순례,91.1,62.9,48.3,31.1,16.7,14,9.8,32.9,3.8,9,6.1,2.9,16.7,14.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,0,12.5,0,0,0,12.5,0,0,62.5,0,0,0,0,0,0,0,37.5,31,64.5,25.8,48.4,54.8,29,32.3,6.5,12.9,48.4,3.2,0,9.7,0,0,3.2,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"방한횟수",1회,94.8,75.2,69.2,60.8,32.3,33.9,4.4,0.6,17.6,6.1,24.6,9.1,11.5,1.2,129,41.1,31,16.3,13.2,7.8,3.1,8.5,3.1,2.3,0.8,5.4,1.6,76,2.3,1404,56.1,25.9,31.2,30.6,18.9,14.1,12.3,1.3,4.2,2.3,2.4,2.4,7.8,4.1,0.9,1.2,64.5,7602,80.9,53.3,61.2,67.8,45.4,39.6,7.6,6.1,1.4,8.9,8.5,7.5,26.8,1,4.6,27,80.3,73.5,60.6,55.3,33.2,23.8,11.3,19.7,15.4,10.9,9.3,5.3,5.5,2.4,5.1,4,3.3,2.9,1.1
"방한횟수",2회,93.9,79.1,63.6,46.8,22.3,22.7,4.6,0.9,16.4,5.6,22.4,9.7,13.8,1.4,100,37,25,12,4,4,2,6,2,1,2,4,1,80,4,739,54.9,25.3,29,23.4,11.5,10.1,10.6,0.9,3.9,1.4,1.8,2.4,6.6,5,0.8,0.9,61.6,2878,79.3,56.3,53.5,49.3,27.2,25.1,5.7,3.6,1.5,6.7,5,5.1,19.9,0.9,3.5,33.3,81,73.3,56.5,39.4,22.6,15.2,13,13.9,10.5,12.2,9.6,5.2,3.4,4.3,3.6,2.7,3.1,1.8,1.8
"방한횟수",3회,92.7,78,61.1,37.9,16.3,19.3,4.1,0.4,14.5,5.7,20,9.5,17.6,1.9,59,30.5,28.8,15.3,8.5,6.8,3.4,3.4,6.8,0,1.7,3.4,6.8,71.2,0,407,57.7,33.7,31,19.7,12.5,8.6,15.7,0.7,5.2,2.2,1,2.2,6.9,5.2,0.7,1.2,52.3,1640,74.5,55.9,48.2,40.3,21.2,18.7,4.8,2.9,1.5,6.6,4.9,5.6,16.9,1.4,2.7,36.5,79.4,75,48.9,33.6,18.7,10,17.5,12,10.7,10.5,10.8,7,3.8,6,3,3.4,3,2,2.2
"방한횟수",4회 이상,88.5,77.2,43,25.5,11.6,11.8,3.9,1.4,12.4,4.3,15.3,11.3,25.4,2.8,229,34.9,22.3,13.1,5.7,2.2,1.3,5.7,5.2,0,1.3,3.5,2.2,73.8,0.9,1426,50.6,30.9,23.1,14,7.9,5,12,1,5.7,1.3,0.8,2,4.3,5.6,0.4,1.4,60,4405,71.2,55.8,34.8,26.2,15.6,11.1,4.6,2.7,2.3,6.9,4.5,5.3,13.7,1.4,3.1,42.9,73,72.1,33.2,20,9.9,5.8,23.4,10,8.9,10.8,11.1,5,3.7,5.6,1.9,3.4,2.5,1.3,5.1
"여행형태",개별여행,90.9,74.2,58.3,41.4,19.9,19.3,4.6,1.1,13.6,5,19.4,10.2,20,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76.3,70.9,50.5,39.1,23.1,14.6,17.7,14.8,12.7,11.3,9.4,5.7,4.2,4.5,4,3.7,3,2.3,2.7
"여행형태",에어텔,98.2,92.3,27.9,26.2,9.9,11.9,1.7,0.1,16.9,2.9,16.5,13.8,4.9,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.3,93.8,28.9,25.2,7.4,8,4.5,7.5,12.4,15.4,20.5,1.8,3.4,2.7,0.6,1.1,0.7,0.6,1.5
"여행형태",단체여행,98,81.9,82.1,74.8,42.6,52.6,3.7,0.2,24.4,8.9,31,6.5,6.1,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.2,79.7,71.1,62.1,36.2,31.6,4.8,23.8,8.2,5.9,7.8,5.4,7,0.8,3.4,3.7,4.9,2.2,0.5
"입국과정",자가격리포함,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1849,63.7,33.9,31.3,22.8,15.3,10.9,24,1.4,5,2.7,2.1,2.4,7.5,8.7,0.6,1.7,48.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"입국과정",자가격리미포함,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2127,45.8,23.6,24.9,21.7,10.8,8.4,2,0.8,4.6,0.9,1.1,2.1,5.1,1.7,0.8,0.8,72.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
